epoch,loss,f1,precision,recall,seconds,hyper_parameters
3,57.786434723064296,0.8132931872024067,0.8217401055156278,0.8144083969465649,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
4,33.2908780220896,0.8263295529079294,0.8264195450461342,0.8263358778625954,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
-2,-2.0,0.7635548792516128,0.7638323613080196,0.7634331049404977,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
-1,-1.0,0.6653931868831582,0.4985687022900763,1.0,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.15'}"
0,527.3866018056871,0.7290720699088947,0.7414212035155676,0.7318702290076335,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.15'}"
1,258.3319846093654,0.8027745521144432,0.8042370992891035,0.8029580152671756,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.15'}"
2,101.7080927202478,0.7939048694968681,0.8040890869444856,0.7953244274809159,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.15'}"
3,47.220081593375646,0.8281772309002672,0.8332170155908557,0.8287213740458015,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.15'}"
4,26.688021266367286,0.8338196588844489,0.8350408053941365,0.833969465648855,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.15'}"
-2,-2.0,0.7641186327104774,0.7672059521958274,0.7655968265416516,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.15'}"
-1,-1.0,0.0205607476635514,0.44,0.010526315789473684,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
0,539.9515480995178,0.7732784210883433,0.7739578187961181,0.7733778625954199,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
1,264.7459471449256,0.7949001019598515,0.8014100771158037,0.7958015267175572,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
2,120.29142567142843,0.8377732609714729,0.8378579272177208,0.8377862595419847,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
3,48.90853470703586,0.8300273260291208,0.8312659693868073,0.8301526717557252,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
4,29.78369032545015,0.8290724233663629,0.8303087908268821,0.8291984732824428,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
-2,-2.0,0.7607642183450662,0.7619491847701596,0.7605481428056257,93,"{'batch_size': '12', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
-1,-1.0,0.2390825023792861,0.5678974925238057,0.17604961832061067,87,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
0,419.58016297221184,0.7486522211063179,0.7507927895480456,0.7490458015267175,87,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
1,217.6851622164249,0.7919714744566511,0.7921024678363902,0.7919847328244275,87,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
2,86.53457515779883,0.8095294126718751,0.810458755042587,0.8096374045801527,87,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
3,41.39648485183716,0.8477744713793459,0.8481642152579324,0.8478053435114504,87,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
4,25.935325821861625,0.8261135691401946,0.8278497842710264,0.8263358778625954,87,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
-2,-2.0,0.7663268968796696,0.7672461608818272,0.7670393076090877,87,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.17'}"
-1,-1.0,0.6679377184620274,0.5014312977099237,1.0,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.12'}"
0,756.7573420330882,0.7972182849803695,0.7973638413928479,0.7972328244274809,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.12'}"
1,347.88846547901636,0.8239236497279847,0.8242125457165551,0.8239503816793893,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.12'}"
2,134.114498693496,0.8186398683221178,0.8190610283274459,0.8187022900763359,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.12'}"
3,73.10108270752244,0.8291200627981969,0.8299127701925268,0.8291984732824428,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.12'}"
4,61.004219905124046,0.8339234992772184,0.8344262963687147,0.833969465648855,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.12'}"
-2,-2.0,0.7611260637270886,0.7632053722512313,0.7609087630724847,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.12'}"
-1,-1.0,0.6653931868831582,0.4985687022900763,1.0,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.25'}"
0,780.2933446988462,0.795121685351,0.7963605452575067,0.7953244274809159,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.25'}"
1,359.3163014762104,0.7861018035422642,0.7872357556302464,0.7862595419847328,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.25'}"
2,137.64647857612,0.8487548942488664,0.8487815479133172,0.8487595419847328,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.25'}"
3,62.43537035677582,0.8478021909534573,0.8478642712649975,0.8478053435114504,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.25'}"
4,45.19249389157631,0.8338862748490921,0.8345393513384729,0.833969465648855,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.25'}"
-2,-2.0,0.7691225562579098,0.7694811346702771,0.7695636494771007,105,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '5e-07', 'dropout': '0.25'}"
-1,-1.0,0.3394485285534091,0.5632826051356554,0.5019083969465649,88,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.17'}"
0,403.3702255487442,0.7351222239594458,0.7448740744316017,0.7371183206106869,88,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.17'}"
1,202.47094283998013,0.8046713648913871,0.8098868343118379,0.8053435114503816,88,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.17'}"
2,83.94826535880566,0.7722117337640331,0.7733120162313641,0.7724236641221374,88,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.17'}"
3,36.26219381857664,0.8230628537128917,0.8267392998682846,0.8234732824427481,88,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.17'}"
4,16.2633850753773,0.8272730919240091,0.8274731175700513,0.8272900763358778,88,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.17'}"
-2,-2.0,0.7654156286053502,0.7659435320797624,0.7659574468085106,88,"{'batch_size': '16', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.17'}"
-1,-1.0,0.0,0.0,0.0,156,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.12'}"
0,1491.3283733204007,0.7690945282001453,0.7866089957029879,0.7719465648854962,156,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.12'}"
1,636.5686234403403,0.8024369323201723,0.809365706167362,0.8034351145038168,156,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.12'}"
2,230.95049292803745,0.8320411889157758,0.8322774814636337,0.8320610687022901,156,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.12'}"
3,121.46381273656151,0.8104133906039861,0.8188087315453035,0.8115458015267175,156,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.12'}"
4,119.6515959481476,0.8449192020175491,0.8450992453414534,0.8449427480916031,156,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.12'}"
-2,-2.0,0.7624902824697387,0.7628452636429675,0.7623512441399206,156,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.12'}"
-1,-1.0,0.3353222288058131,0.5352198617361649,0.4990458015267176,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.25'}"
0,1435.3911230154333,0.8030340328365378,0.8097514639138921,0.8039122137404581,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.25'}"
1,626.4304389357568,0.8139163875849249,0.8139963603903213,0.8139312977099237,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.25'}"
2,269.88768714945763,0.8224515072966951,0.8229253172263137,0.8225190839694656,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.25'}"
3,138.38558944058605,0.8568305990356024,0.8571908026914691,0.8568702290076335,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.25'}"
4,82.7406799949822,0.858062892748376,0.8609378075822096,0.8583015267175572,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.25'}"
-2,-2.0,0.7665121564735947,0.7692074220521403,0.7663180670753696,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.25'}"
-1,-1.0,0.33405617590830033,0.4633481553946439,0.4980916030534352,106,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.15'}"
0,769.2547767162323,0.7581522796871987,0.7606561574592884,0.7585877862595419,106,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.15'}"
1,359.9278342165053,0.7802732088038191,0.7913436307251909,0.7819656488549618,106,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.15'}"
2,140.53039518464357,0.8206090536867178,0.8206447799686115,0.8206106870229007,106,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.15'}"
3,61.88139721006155,0.8175021947865351,0.8196497538017259,0.8177480916030534,106,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.15'}"
4,46.09992802562192,0.8091585677518274,0.8091936684708125,0.8091603053435115,106,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.15'}"
-2,-2.0,0.7679167286541833,0.7683923878431943,0.7677605481428056,106,"{'batch_size': '8', 'lr': '1.1e-05', 'eps': '6e-07', 'dropout': '0.15'}"
-1,-1.0,0.543758329631275,0.51,0.582302568981922,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
0,636.8492958545685,0.7375643576809002,0.737760373559217,0.7375954198473282,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
1,322.4433690458536,0.7965502326103735,0.8076826244817152,0.7981870229007634,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
2,135.09605798032135,0.8268127011458845,0.8268128016005591,0.8268129770992366,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
3,62.96427707746625,0.8239276579720317,0.8241785072690876,0.8239503816793893,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
4,32.618284238269545,0.8267563856391066,0.8271613909893794,0.8268129770992366,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
-2,-2.0,0.7621293492951243,0.7635729479830778,0.7630724846736386,103,"{'batch_size': '10', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
-1,-1.0,0.3508198857520426,0.4940308917415346,0.4980916030534352,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.12'}"
0,1480.6498549357057,0.7670461304805072,0.7735266132009926,0.7681297709923665,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.12'}"
1,703.0505749434233,0.8349104361650872,0.8349945391984329,0.8349236641221374,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.12'}"
2,289.0132479513996,0.8247707715931837,0.8260379869188692,0.8249045801526718,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.12'}"
3,149.96320046123586,0.8214969531191266,0.8221540606761997,0.8215648854961832,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.12'}"
4,79.60788791041705,0.8348668335287188,0.8354812994627946,0.8349236641221374,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.12'}"
-2,-2.0,0.7700358113584808,0.7702827687151312,0.7699242697439596,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.12'}"
-1,-1.0,0.506086769490677,0.5212055457197337,0.5190839694656488,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.17'}"
0,1471.5550914406774,0.7554905644294885,0.7568515312077224,0.7557251908396947,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.17'}"
1,675.4913877169603,0.7774167826125654,0.7788046937617302,0.7776717557251909,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.17'}"
2,270.7178629108239,0.8172607179401256,0.8173133332899531,0.8172709923664122,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.17'}"
3,134.00517724297242,0.8227815066881516,0.8289112772315965,0.8234732824427481,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.17'}"
4,92.52280244260328,0.8344214249233524,0.8345973436974448,0.8344465648854962,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.17'}"
-2,-2.0,0.7616840558653629,0.7617620979118732,0.7616300036062027,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.17'}"
-1,-1.0,0.34023285899094435,0.5249500998003992,0.2516746411483254,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
0,1564.1091433316471,0.7320407409762851,0.7473807091404028,0.7352099236641222,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
1,771.3015021979808,0.8339286414055403,0.8343802836974515,0.833969465648855,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
2,310.67598676285706,0.843926204647775,0.8446430066912761,0.8439885496183206,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
3,151.69860719004646,0.8376390011625331,0.8432515297613808,0.8382633587786259,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
4,93.75176171169731,0.8444599839966014,0.8444927680473664,0.8444656488549618,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
-2,-2.0,0.7613095060901758,0.7613623133416897,0.7612693833393437,157,"{'batch_size': '4', 'lr': '1.1e-05', 'eps': '7e-07', 'dropout': '0.25'}"
-1,-1.0,0.0,0.0,0.0,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.15'}"
0,623.5352079719305,0.7914653382036881,0.7916858917162478,0.7915076335877863,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.15'}"
1,295.49249601736665,0.8263330316044885,0.8263437288522438,0.8263358778625954,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.15'}"
2,114.23099711351095,0.8330155712532866,0.8330219429845876,0.8330152671755725,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.15'}"
3,54.78097128029913,0.846568603514535,0.8496420392964623,0.8468511450381679,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.15'}"
4,29.9852343921084,0.8419775191864983,0.8479636050666272,0.8425572519083969,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.15'}"
-2,-2.0,0.7650064117017504,0.7689318482253091,0.7648755860079336,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.15'}"
-1,-1.0,0.39631463519476207,0.5073058966475401,0.5033396946564885,93,"{'batch_size': '12', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
0,512.3830204308033,0.7688289763922813,0.7732777482232434,0.7695610687022901,93,"{'batch_size': '12', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
1,257.09123562276363,0.8087165986085315,0.812288152475013,0.8091603053435115,93,"{'batch_size': '12', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
2,107.37915083579719,0.8229965458191937,0.8230002804323757,0.8229961832061069,93,"{'batch_size': '12', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
3,56.676260885316886,0.832844824899432,0.8345391460792752,0.8330152671755725,93,"{'batch_size': '12', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
4,29.63545491220429,0.8424783640810354,0.843143340155261,0.8425572519083969,93,"{'batch_size': '12', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
-2,-2.0,0.7671540331774072,0.7678363815967303,0.7677605481428056,93,"{'batch_size': '12', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
-1,-1.0,0.6621837976304834,0.4975938402309914,0.9894736842105264,87,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
0,402.53202757239336,0.7849557859419686,0.7905361503681063,0.7857824427480916,87,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
1,201.19685404747727,0.8258478880654286,0.8302958424278539,0.8263358778625954,87,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
2,87.32401043549179,0.845280372064832,0.8465307384382798,0.8454198473282443,87,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
3,39.61170134041458,0.8247613518202783,0.8261127965408251,0.8249045801526718,87,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
4,21.271466420730572,0.8362545195729674,0.8373082980778075,0.8363549618320609,87,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
-2,-2.0,0.7616555122527793,0.7616859788687809,0.7616300036062027,87,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '5e-07', 'dropout': '0.25'}"
-1,-1.0,0.4560742995282198,0.4950256430628599,0.495706106870229,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.25'}"
0,399.1086212545632,0.7600055909915259,0.7601170266837429,0.7600190839694656,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.25'}"
1,188.13606490939858,0.8201062762803529,0.8203931299309486,0.8201335877862596,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.25'}"
2,69.83251608349383,0.8430276693639988,0.8430674328547391,0.8430343511450382,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.25'}"
3,29.462624051142484,0.8333821227012895,0.8345075222326325,0.8334923664122137,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.25'}"
4,19.697966106934476,0.8409871572174145,0.8424711267908199,0.8411259541984732,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.25'}"
-2,-2.0,0.7625704199685998,0.7639647801148329,0.7623512441399206,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.25'}"
-1,-1.0,0.4711395380848308,0.4750698038787425,0.4756679389312977,105,"{'batch_size': '8', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.15'}"
0,770.9601090326904,0.7480625638718591,0.7507825804650029,0.7485687022900763,105,"{'batch_size': '8', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.15'}"
1,349.38004004955286,0.8251581950372049,0.8272307886194048,0.8253816793893131,105,"{'batch_size': '8', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.15'}"
2,134.43469576584178,0.7934044147991497,0.7934538526827009,0.7934160305343512,105,"{'batch_size': '8', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.15'}"
3,70.4590522015933,0.8259478805941821,0.8290529086683956,0.8263358778625954,105,"{'batch_size': '8', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.15'}"
4,44.973172333207906,0.8367199751653233,0.8378925162356591,0.8368320610687023,105,"{'batch_size': '8', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.15'}"
-2,-2.0,0.7722739026897594,0.7750708152436341,0.7720879913451136,105,"{'batch_size': '8', 'lr': '1.2e-05', 'eps': '6e-07', 'dropout': '0.15'}"
-1,-1.0,0.27785236503871624,0.3351058165472868,0.31774809160305345,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
0,587.8878338336946,0.7884279218966048,0.7965097958623983,0.7895992366412213,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
1,261.1304263398051,0.8183905579209849,0.8284265967051067,0.8196564885496184,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
2,99.01612630207093,0.8430341010412891,0.8430526568734372,0.8430343511450382,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
3,53.60333076654933,0.8472756841884104,0.8479044053423331,0.8473282442748091,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
4,39.66827792604454,0.8530520971433245,0.8530569729961279,0.8530534351145038,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
-2,-2.0,0.7737007684674471,0.7743225348572855,0.7742517129462676,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
-1,-1.0,0.3967920351520881,0.5220017847045519,0.5071564885496184,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.25'}"
0,619.3834488391876,0.7861781593250525,0.7866142603942612,0.7862595419847328,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.25'}"
1,310.2517455555498,0.8301109090240584,0.8305593572039243,0.8301526717557252,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.25'}"
2,137.33108278550208,0.8301464858110521,0.8302370618860145,0.8301526717557252,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.25'}"
3,68.74406335502863,0.8353217778876071,0.8359471319651889,0.8354007633587787,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.25'}"
4,39.763151906081475,0.82186573958363,0.8234772258946285,0.8220419847328244,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.25'}"
-2,-2.0,0.7609629788785716,0.7610411615664991,0.7609087630724847,103,"{'batch_size': '10', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.25'}"
-1,-1.0,0.4401013580038721,0.5554006288889183,0.4937977099236641,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
0,382.3992033302784,0.8075499866879434,0.8090267882975317,0.8077290076335878,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
1,188.7664084546268,0.8229862311289385,0.8231115614406601,0.8229961832061069,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
2,79.90323720127344,0.8204383526287462,0.821706641765385,0.8206106870229007,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
3,39.88736263941973,0.8067673054578283,0.8101377067421104,0.8072519083969466,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
4,30.782476193271574,0.8214595534337793,0.8224470494536209,0.8215648854961832,88,"{'batch_size': '16', 'lr': '1.2e-05', 'eps': '7e-07', 'dropout': '0.15'}"
